,epoch,train_loss,val_loss
0,1,3818.982042312622,0.0
1,2,117.67064476013184,0.0
2,3,111.0927562713623,0.0
3,4,103.54219007492065,0.0
4,5,95.30853700637817,0.0
5,6,89.30181169509888,0.0
6,7,85.79645013809204,0.0
7,8,86.08336973190308,0.0
8,9,84.28533554077148,0.0
9,10,84.4577784538269,80.64646673202515
10,11,83.58166360855103,0.0
11,12,78.36448049545288,0.0
12,13,80.39304161071777,0.0
13,14,77.86983108520508,0.0
14,15,80.98623514175415,0.0
15,16,78.20144939422607,0.0
16,17,75.05076789855957,0.0
17,18,76.11431455612183,0.0
18,19,72.27873849868774,0.0
19,20,69.76990461349487,69.6635479927063
20,21,72.23302745819092,0.0
21,22,70.6896915435791,0.0
22,23,67.3773684501648,0.0
23,24,68.45376443862915,0.0
24,25,68.07878637313843,0.0
25,26,67.22674703598022,0.0
26,27,68.87436962127686,0.0
27,28,65.15805387496948,0.0
28,29,66.12290859222412,0.0
29,30,62.68998336791992,59.9493727684021
30,31,65.39667224884033,0.0
31,32,64.27027368545532,0.0
32,33,63.24635648727417,0.0
33,34,62.09614038467407,0.0
34,35,62.46943712234497,0.0
35,36,62.21138620376587,0.0
36,37,60.9869384765625,0.0
37,38,60.26478672027588,0.0
38,39,61.10197591781616,0.0
39,40,62.34098768234253,56.74492812156677
40,41,58.96824645996094,0.0
41,42,58.41418647766113,0.0
42,43,57.732110261917114,0.0
43,44,59.82303214073181,0.0
44,45,57.43326163291931,0.0
45,46,57.850255250930786,0.0
46,47,58.354578256607056,0.0
47,48,61.18936896324158,0.0
48,49,57.5235071182251,0.0
49,50,56.387726068496704,51.689236640930176
50,51,54.384055376052856,0.0
51,52,56.75247383117676,0.0
52,53,55.26300001144409,0.0
53,54,53.901657581329346,0.0
54,55,54.78216218948364,0.0
55,56,53.96691918373108,0.0
56,57,51.818833112716675,0.0
57,58,52.190099477767944,0.0
58,59,53.50630831718445,0.0
59,60,52.89114570617676,46.6261305809021
60,61,51.68571710586548,0.0
61,62,53.22617983818054,0.0
62,63,52.89280724525452,0.0
63,64,53.10414004325867,0.0
64,65,52.108718156814575,0.0
65,66,51.8877432346344,0.0
66,67,52.512067556381226,0.0
67,68,51.22531700134277,0.0
68,69,51.40019512176514,0.0
69,70,52.926114559173584,46.426947593688965
70,71,54.839131593704224,0.0
71,72,51.26117444038391,0.0
72,73,49.67652654647827,0.0
73,74,52.204578161239624,0.0
74,75,51.64888072013855,0.0
75,76,52.83169412612915,0.0
76,77,48.95097255706787,0.0
77,78,50.09341049194336,0.0
78,79,49.60258507728577,0.0
79,80,49.100595235824585,45.02674913406372
80,81,48.78999400138855,0.0
81,82,50.273605823516846,0.0
82,83,50.58426332473755,0.0
83,84,49.85556983947754,0.0
84,85,48.056753635406494,0.0
85,86,49.887959718704224,0.0
86,87,48.09052658081055,0.0
87,88,48.469675064086914,0.0
88,89,49.2521870136261,0.0
89,90,50.23687267303467,41.59675598144531
90,91,48.866750717163086,0.0
91,92,47.27543520927429,0.0
92,93,48.35979604721069,0.0
93,94,48.24249839782715,0.0
94,95,47.409278869628906,0.0
95,96,50.183011054992676,0.0
96,97,49.11652112007141,0.0
97,98,49.632760524749756,0.0
98,99,47.93671631813049,0.0
99,100,49.33195519447327,42.130295753479004
100,101,47.302865982055664,0.0
101,102,47.587522745132446,0.0
102,103,49.15606141090393,0.0
103,104,47.13416051864624,0.0
104,105,46.406761169433594,0.0
105,106,47.38774228096008,0.0
106,107,47.646315813064575,0.0
107,108,49.00174045562744,0.0
108,109,48.36880612373352,0.0
109,110,47.115822076797485,39.99121022224426
110,111,45.752203941345215,0.0
111,112,46.352771520614624,0.0
112,113,47.74229025840759,0.0
113,114,46.424877882003784,0.0
114,115,46.01845455169678,0.0
115,116,46.98468017578125,0.0
116,117,46.27867412567139,0.0
117,118,46.68266940116882,0.0
118,119,45.901318073272705,0.0
119,120,45.823121309280396,40.35089683532715
120,121,45.97366976737976,0.0
121,122,47.36672306060791,0.0
122,123,46.66402792930603,0.0
123,124,47.54475164413452,0.0
124,125,44.73633027076721,0.0
125,126,44.97967529296875,0.0
126,127,45.74309253692627,0.0
127,128,46.98441243171692,0.0
128,129,47.222723960876465,0.0
129,130,45.9323570728302,40.58404803276062
130,131,47.86968398094177,0.0
131,132,46.14478015899658,0.0
132,133,46.640469789505005,0.0
133,134,48.29480743408203,0.0
134,135,45.44778084754944,0.0
135,136,45.229830741882324,0.0
136,137,44.041370153427124,0.0
137,138,46.35780382156372,0.0
138,139,44.62951993942261,0.0
139,140,44.31611776351929,37.665618896484375
140,141,47.17952370643616,0.0
141,142,46.65126442909241,0.0
142,143,44.555561780929565,0.0
143,144,43.5772123336792,0.0
144,145,43.24636960029602,0.0
145,146,44.14172077178955,0.0
146,147,44.54063844680786,0.0
147,148,44.26340961456299,0.0
148,149,42.981587648391724,0.0
149,150,45.14095187187195,39.68230319023132
150,151,43.684211015701294,0.0
151,152,43.68312048912048,0.0
152,153,44.14881086349487,0.0
153,154,43.988850116729736,0.0
154,155,43.1566367149353,0.0
155,156,43.489513874053955,0.0
156,157,43.6560332775116,0.0
157,158,44.58672308921814,0.0
158,159,45.295804262161255,0.0
159,160,43.8836784362793,37.93727135658264
160,161,43.815606355667114,0.0
161,162,44.97260904312134,0.0
162,163,42.02482223510742,0.0
163,164,43.34845733642578,0.0
164,165,41.84859490394592,0.0
165,166,44.338587045669556,0.0
166,167,44.258201599121094,0.0
167,168,42.84020471572876,0.0
168,169,42.787222146987915,0.0
169,170,42.38954973220825,38.358083724975586
170,171,42.42005729675293,0.0
171,172,43.79197311401367,0.0
172,173,43.34460806846619,0.0
173,174,43.692888498306274,0.0
174,175,43.43767023086548,0.0
175,176,42.29669785499573,0.0
176,177,42.6486120223999,0.0
177,178,42.388487815856934,0.0
178,179,45.06259560585022,0.0
179,180,43.40704679489136,36.779212951660156
180,181,42.05977177619934,0.0
181,182,42.509817361831665,0.0
182,183,42.37209701538086,0.0
183,184,41.25754737854004,0.0
184,185,41.82145690917969,0.0
185,186,43.84146523475647,0.0
186,187,42.16933059692383,0.0
187,188,42.82620429992676,0.0
188,189,43.42455339431763,0.0
189,190,42.56319975852966,35.70956230163574
190,191,43.20879364013672,0.0
191,192,41.39745879173279,0.0
192,193,42.58040928840637,0.0
193,194,42.182398080825806,0.0
194,195,42.91970992088318,0.0
195,196,42.58586406707764,0.0
196,197,44.07434844970703,0.0
197,198,41.244301557540894,0.0
198,199,42.778048038482666,0.0
199,200,43.27819871902466,38.387945890426636
200,201,41.81529760360718,0.0
